excel_row,allocation_seq,movement_class,source_category,allocation_amount,target_account_id,target_account_code,target_account_name,map_reason
239,1,payment,4.01.001 - Insumos - Quimicos,1080.0,100,6.1.001,Insumos - Quimicos,explicit_code_map
240,1,payment,4.01.001 - Insumos - Quimicos,5970.0,100,6.1.001,Insumos - Quimicos,explicit_code_map
241,1,receipt,3.01.001 - Receita de Serviços Prestados,1500.0,80,3.01.001,Receita de Serviços Prestados,explicit_code_map
242,1,payment,4.01.002 - Insumos - Reagentes,1374.83,101,6.1.002,Insumos - Reagentes,explicit_code_map
243,1,payment,5.05.999 - Outros Custos Operacionais,2875.0,149,7.5.007,Outros Custos Operacionais,explicit_code_map
244,1,payment,4.01.001 - Insumos - Quimicos,10209.24,100,6.1.001,Insumos - Quimicos,explicit_code_map
245,1,payment,4.01.001 - Insumos - Quimicos,13449.1,100,6.1.001,Insumos - Quimicos,explicit_code_map
246,1,receipt,3.01.001 - Receita de Serviços Prestados,5300.0,80,3.01.001,Receita de Serviços Prestados,explicit_code_map
247,1,receipt,3.01.001 - Receita de Serviços Prestados,6285.6,80,3.01.001,Receita de Serviços Prestados,explicit_code_map
248,1,receipt,3.01.001 - Receita de Serviços Prestados,6912.89,80,3.01.001,Receita de Serviços Prestados,explicit_code_map
249,1,receipt,3.01.001 - Receita de Serviços Prestados,5400.0,80,3.01.001,Receita de Serviços Prestados,explicit_code_map
250,1,receipt,3.01.001 - Receita de Serviços Prestados,20997.0,80,3.01.001,Receita de Serviços Prestados,explicit_code_map
